(000.000408)  can0  000   [2]  82 3C
(000.000412)  can0  000   [2]  82 3D
(000.000488)  can0  000   [2]  82 3E
(000.000408)  can0  000   [2]  82 3F
(000.000412)  can0  000   [2]  82 40
(000.000412)  can0  000   [2]  82 41
(000.000404)  can0  000   [2]  82 42
(000.000408)  can0  000   [2]  82 43
(000.000409)  can0  000   [2]  82 44
(000.000539)  can0  000   [2]  82 45
(000.000400)  can0  000   [2]  82 46
(000.000733)  can0  000   [2]  82 47
(000.000399)  can0  000   [2]  82 48
(000.000400)  can0  000   [2]  82 49
(000.000400)  can0  000   [2]  82 4A
(000.000400)  can0  000   [2]  82 4B
(000.000408)  can0  000   [2]  82 4C
(000.000411)  can0  000   [2]  82 4D
(000.000385)  can0  000   [2]  82 4E
(000.000492)  can0  000   [2]  82 4F
(000.000412)  can0  000   [2]  82 50
(000.000400)  can0  000   [2]  82 51
(000.000584)  can0  000   [2]  82 52
(000.000408)  can0  000   [2]  82 53
(000.000408)  can0  000   [2]  82 54
(000.000408)  can0  000   [2]  82 55
(000.000407)  can0  000   [2]  82 56
(000.000577)  can0  000   [2]  82 57
(000.000400)  can0  000   [2]  82 58
(000.000412)  can0  000   [2]  82 59
(000.000408)  can0  000   [2]  82 5A
(000.000412)  can0  000   [2]  82 5B
(000.000408)  can0  000   [2]  82 5C
(000.000400)  can0  000   [2]  82 5D
(000.000455)  can0  000   [2]  82 5E
(000.000405)  can0  000   [2]  82 5F
(000.000407)  can0  000   [2]  82 60
(000.000417)  can0  000   [2]  82 61
(000.000425)  can0  000   [2]  82 62
(000.000398)  can0  000   [2]  82 63
(000.000401)  can0  000   [2]  82 64
(000.000396)  can0  000   [2]  82 65
(000.000392)  can0  000   [2]  82 66
(000.000396)  can0  000   [2]  82 67
(000.000398)  can0  000   [2]  82 68
(000.000435)  can0  000   [2]  82 69
(000.000407)  can0  000   [2]  82 6A
(000.000395)  can0  000   [2]  82 6B
(000.000420)  can0  000   [2]  82 6C
(000.000425)  can0  000   [2]  82 6D
(000.003784)  can0  000   [2]  82 6E
(000.000528)  can0  000   [2]  82 6F
(000.000456)  can0  000   [2]  82 70
(000.000408)  can0  000   [2]  82 71
(000.000416)  can0  000   [2]  82 72
(000.000536)  can0  000   [2]  82 73
(000.000729)  can0  000   [2]  82 74
(000.000407)  can0  000   [2]  82 75
(000.000407)  can0  000   [2]  82 76
(000.009175)  can0  000   [2]  82 77
(000.000411)  can0  000   [2]  82 78
(000.000463)  can0  000   [2]  82 79
(000.000569)  can0  000   [2]  82 7A
(000.000482)  can0  000   [2]  82 7B
(000.001226)  can0  000   [2]  82 7C
(000.000429)  can0  000   [2]  82 7D
(000.000430)  can0  000   [2]  82 7E
(000.000428)  can0  000   [2]  82 7F
(000.000641)  can0  61E   [8]  40 00 10 00 00 00 00 00
(000.000660)  can0  61F   [8]  40 00 10 00 00 00 00 00
(000.000364)  can0  080   [0]
(000.000645)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000697)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000362)  can0  080   [0]
(000.000644)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000509)  can0  59E   [8]  43 00 10 00 00 00 00 00
(000.000483)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000517)  can0  59F   [8]  43 00 10 00 00 00 00 00
(000.000190)  can0  080   [0]
(000.000649)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000660)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000357)  can0  080   [0]
(000.000652)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000660)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000360)  can0  080   [0]
(000.000630)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000663)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000645)  can0  61E   [8]  40 18 10 01 00 00 00 00
(000.000660)  can0  61F   [8]  40 18 10 01 00 00 00 00
(000.004443)  can0  59E   [8]  43 18 10 01 13 00 00 00
(000.000475)  can0  59F   [8]  43 18 10 01 13 00 00 00
(000.000466)  can0  61E   [8]  40 18 10 02 00 00 00 00
(000.000657)  can0  61F   [8]  40 18 10 02 00 00 00 00
(000.000872)  can0  080   [0]
(000.000655)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000661)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.000480)  can0  59E   [8]  43 18 10 02 4A C4 C9 01
(000.000447)  can0  59F   [8]  43 18 10 02 4A C4 C9 01
(000.017802)  can0  080   [0]
(000.000684)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000676)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.018636)  can0  080   [0]
(000.000763)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000724)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.018510)  can0  080   [0]
(000.000751)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.008684)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.010989)  can0  080   [0]
(000.000680)  can0  21E   [8]  00 00 00 00 00 00 00 00
(000.000668)  can0  21F   [8]  00 00 00 00 00 00 00 00
(000.018226)  can0  080   [0]
(000.000686)  can0  21E   [8]  01 00 00 00 00 00 00 00
(000.000677)  can0  21F   [8]  01 00 00 00 00 00 00 00
(000.018664)  can0  080   [0]
(000.000695)  can0  21E   [8]  01 00 00 00 00 00 00 00
(000.000668)  can0  21F   [8]  01 00 00 00 00 00 00 00
(000.018605)  can0  080   [0]
(000.000680)  can0  21E   [8]  01 00 00 00 00 00 00 00
(000.000676)  can0  21F   [8]  01 00 00 00 00 00 00 00
(000.018674)  can0  080   [0]
(000.000698)  can0  21E   [8]  01 00 00 00 00 00 00 00
(000.000676)  can0  21F   [8]  01 00 00 00 00 00 00 00
(000.018625)  can0  080   [0]
(000.000691)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000659)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018626)  can0  080   [0]
(000.000688)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000660)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018657)  can0  080   [0]
(000.000687)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000664)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018664)  can0  080   [0]
(000.000684)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000664)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018637)  can0  080   [0]
(000.000687)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000656)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018649)  can0  080   [0]
(000.000687)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000682)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018652)  can0  080   [0]
(000.000691)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000640)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018654)  can0  080   [0]
(000.000691)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000655)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.018674)  can0  080   [0]
(000.000684)  can0  21E   [8]  03 80 00 00 00 00 00 00
(000.000691)  can0  21F   [8]  03 80 00 00 00 00 00 00
(000.004140)  can0  19E   [8]  92 00 00 00 00 00 15 37
(000.008038)  can0  09E   [8]  00 00 00 00 00 00 00 00
(000.006499)  can0  080   [0]
(000.000687)  can0  21E   [8]  03 00 00 00 00 00 00 00
(000.000652)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.000513)  can0  19F   [8]  12 00 00 00 00 00 01 60
(000.003865)  can0  19E   [8]  11 00 00 00 00 00 16 37
(000.004014)  can0  09F   [8]  00 00 00 00 00 00 00 00
(000.010222)  can0  080   [0]
(000.000680)  can0  21E   [8]  03 80 00 00 00 00 00 00
(000.000688)  can0  21F   [8]  03 80 00 00 00 00 00 00
(000.000502)  can0  19E   [8]  91 00 00 00 00 00 16 37
(000.000495)  can0  19F   [8]  91 00 00 00 00 00 00 60
(000.017648)  can0  080   [0]
(000.000702)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000650)  can0  21F   [8]  03 00 00 00 00 00 00 00
(000.000521)  can0  19E   [8]  11 00 00 00 00 00 16 37
(000.000484)  can0  19F   [8]  11 00 FF FF 0B 00 FE 5F
(000.017616)  can0  080   [0]
(000.000688)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000667)  can0  21F   [8]  03 80 00 00 00 00 00 00
(000.000502)  can0  19E   [8]  91 00 00 00 00 00 16 37
(000.000512)  can0  19F   [8]  91 00 00 00 00 00 FE 5F
(000.017652)  can0  080   [0]
(000.000718)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000637)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000500)  can0  19E   [8]  11 00 00 00 00 00 16 37
(000.000488)  can0  19F   [8]  11 00 00 00 01 00 FE 5F
(000.017700)  can0  080   [0]
(000.000691)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000656)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000650)  can0  19F   [8]  91 00 00 00 FB FF 00 60
(000.003754)  can0  19E   [8]  91 00 00 00 00 00 16 37
(000.014202)  can0  080   [0]
(000.000679)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000653)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000503)  can0  19E   [8]  11 00 00 00 00 00 16 37
(000.000489)  can0  19F   [8]  11 00 00 00 02 00 FF 5F
(000.017704)  can0  080   [0]
(000.000667)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000662)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000501)  can0  19E   [8]  91 00 00 00 00 00 16 37
(000.000496)  can0  19F   [8]  91 00 00 00 00 00 00 60
(000.017647)  can0  080   [0]
(000.000684)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000676)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000502)  can0  19E   [8]  11 00 00 00 00 00 16 37
(000.000491)  can0  19F   [8]  11 00 00 00 FF FF 00 60
(000.017656)  can0  080   [0]
(000.000679)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000668)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000502)  can0  19E   [8]  91 00 00 00 00 00 16 37
(000.000484)  can0  19F   [8]  91 00 00 00 FF FF 00 60
(000.017668)  can0  080   [0]
(000.000683)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000664)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000501)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  11 00 00 00 FF FF 00 60
(000.017657)  can0  080   [0]
(000.000680)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000671)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000497)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000484)  can0  19F   [8]  91 00 00 00 FF FF 00 60
(000.000468)  can0  29E   [8]  00 00 0A 27 2A 00 46 14
(000.017205)  can0  080   [0]
(000.000659)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000668)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000501)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  11 00 00 00 FF FF 00 60
(000.017664)  can0  080   [0]
(000.000684)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000663)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000497)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000497)  can0  19F   [8]  91 00 00 00 00 00 00 60
(000.017660)  can0  080   [0]
(000.000691)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000719)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000504)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000490)  can0  19F   [8]  11 00 00 00 00 00 00 60
(000.017624)  can0  080   [0]
(000.000717)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000698)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000498)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000496)  can0  19F   [8]  91 00 00 00 00 00 00 60
(000.000468)  can0  29F   [8]  00 00 0A 2A 29 00 43 14
(000.017100)  can0  080   [0]
(000.000709)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000812)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000480)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  11 00 00 00 00 00 00 60
(000.017487)  can0  080   [0]
(000.000735)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000676)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000498)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000488)  can0  19F   [8]  91 00 00 00 00 00 01 60
(000.017614)  can0  080   [0]
(000.000643)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000651)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000696)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000454)  can0  19F   [8]  11 00 00 00 00 00 02 60
(000.017586)  can0  080   [0]
(000.000675)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000690)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000472)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000491)  can0  19F   [8]  91 00 00 00 00 00 02 60
(000.017667)  can0  080   [0]
(000.000648)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000660)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000646)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  11 00 00 00 00 00 02 60
(000.017527)  can0  080   [0]
(000.000678)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000661)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000498)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000511)  can0  19F   [8]  91 00 00 00 FF FF 03 60
(000.017586)  can0  080   [0]
(000.000622)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000620)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000648)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000473)  can0  19F   [8]  11 00 00 00 FF FF 03 60
(000.017713)  can0  080   [0]
(000.000661)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000635)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000513)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000478)  can0  19F   [8]  91 00 00 00 FF FF 03 60
(000.017717)  can0  080   [0]
(000.000630)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000622)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000570)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000495)  can0  19F   [8]  11 00 00 00 FF FF 03 60
(000.017705)  can0  080   [0]
(000.001791)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000487)  can0  19F   [8]  91 00 00 00 FF FF 03 60
(000.000834)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000655)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.016237)  can0  080   [0]
(000.000646)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000641)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000521)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000495)  can0  19F   [8]  11 00 00 00 FF FF 03 60
(000.017675)  can0  080   [0]
(000.000630)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000635)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000555)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000487)  can0  19F   [8]  91 00 00 00 FF FF 03 60
(000.017643)  can0  080   [0]
(000.000672)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000636)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000552)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000512)  can0  19F   [8]  11 00 00 00 FF FF 04 60
(000.017689)  can0  080   [0]
(000.000649)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000655)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000517)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000514)  can0  19F   [8]  91 00 00 00 FF FF 05 60
(000.017677)  can0  080   [0]
(000.000644)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000664)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000505)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  11 00 00 00 FF FF 05 60
(000.017716)  can0  080   [0]
(000.000664)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000693)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000504)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000479)  can0  19F   [8]  91 00 00 00 FF FF 05 60
(000.000467)  can0  29E   [8]  00 00 0A 27 2A 00 46 14
(000.017157)  can0  080   [0]
(000.000728)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000792)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000500)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000497)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.018900)  can0  080   [0]
(000.001387)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000668)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.002350)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000492)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.013868)  can0  080   [0]
(000.000726)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000760)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000493)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003675)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014281)  can0  080   [0]
(000.000720)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000772)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000515)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.000474)  can0  29F   [8]  00 00 0A 2A 29 00 41 14
(000.003220)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014190)  can0  080   [0]
(000.000665)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000637)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000556)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000465)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.017660)  can0  080   [0]
(000.000673)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000710)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000497)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000491)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.017624)  can0  080   [0]
(000.000630)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000613)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000608)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000495)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.017646)  can0  080   [0]
(000.000618)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000616)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000617)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000491)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.017671)  can0  080   [0]
(000.000806)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000712)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000502)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000495)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.017440)  can0  080   [0]
(000.000623)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000707)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000607)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000444)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.017645)  can0  080   [0]
(000.000643)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000618)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000602)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.000494)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.018554)  can0  080   [0]
(000.000637)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000634)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.003679)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000490)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.013665)  can0  080   [0]
(000.000643)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000636)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000912)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003664)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014100)  can0  080   [0]
(000.000627)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000634)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000952)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003681)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014144)  can0  080   [0]
(000.000629)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000626)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000925)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003684)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014137)  can0  080   [0]
(000.000639)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000651)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000886)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003710)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014132)  can0  080   [0]
(000.000625)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000618)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000949)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003653)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014119)  can0  080   [0]
(000.000619)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000626)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000953)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003675)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014139)  can0  080   [0]
(000.000631)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000615)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000945)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003674)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014223)  can0  080   [0]
(000.000643)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000624)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000843)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003665)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.000468)  can0  29E   [8]  00 00 0A 27 2A 00 43 14
(000.013684)  can0  080   [0]
(000.000649)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000635)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000905)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003668)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014116)  can0  080   [0]
(000.000614)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000601)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000995)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003688)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014072)  can0  080   [0]
(000.000623)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000617)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000984)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003692)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014142)  can0  080   [0]
(000.000630)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000633)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000926)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.000475)  can0  29F   [8]  00 00 0A 2A 29 00 41 14
(000.003197)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014116)  can0  080   [0]
(000.000623)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000620)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000981)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003659)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014162)  can0  080   [0]
(000.000631)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000720)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000823)  can0  19F   [8]  91 00 00 00 00 00 05 60
(000.003657)  can0  19E   [8]  91 00 00 00 00 00 15 37
(000.014138)  can0  080   [0]
(000.000688)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000670)  can0  21F   [8]  07 00 00 00 00 00 00 00
(000.000854)  can0  19F   [8]  11 00 00 00 00 00 05 60
(000.003660)  can0  19E   [8]  11 00 00 00 00 00 15 37
(000.014119)  can0  080   [0]
(000.000636)  can0  21E   [8]  07 00 00 00 00 00 00 00
(000.000636)  can0  21F   [8]  07 00 00 00 00 00 00 00
